"","branch_code","time_block","tree","treatment","date.x","bug_count","morphospecies","wet_mass_g","exo","X","arachnids","lepidoptera","diptera","coleoptera","hymenoptera","hemiptera","aquatics","gastropods","orthopterids","guild","date.y","gastropod_biomass","ï..tree_id","herbivore_reps","herbivore_average_n","herbivore_stdev_n","herbivore_average_c","herbivore_stdev_c","herbivore_average_ratio","spider_reps","spider_average_n","spider_stdev_n","spider_average_c","spider_stdev_c","spider_average_ratio"
"238","BB12C",2,"Sweet Birch","control","7-Jun",16,9,0.0449,"Native",238,5,0,0,3,2,6,0,0,0,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","MW2C",2,"Musclewood","control","7-Jun",10,7,0.0479,"Native",239,3,1,0,2,2,2,0,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","SM1B",2,"Striped Maple","bag","7-Jun",19,10,0.0579,"Native",240,15,1,0,1,0,1,0,0,0,15,NA,0,"SM1",1,10.62825108,NA,45.42864227,NA,4.984641323,1,10.32615089,NA,51.58982849,NA,5.82628304
"241","AB9B",2,"Beech","bag","7-Jun",31,13,0.0492,"Native",241,25,1,0,1,0,3,0,0,1,25,NA,0,"AB9",1,9.268261333,NA,47.44002636,NA,5.969151649,3,9.607207836,0.436629094,53.42811553,0.953617041,6.497371436
"242","BC4B",2,"Shadbush","bag","7-Jun",78,12,0.04,"Native",242,5,0,0,3,6,63,0,0,0,5,NA,0,"BC4",1,8.690612793,NA,51.0493927,NA,6.850245579,1,10.759902,NA,50.66631699,NA,5.491322899
"243","SM2B",2,"Striped Maple","bag","7-Jun",27,15,0.2254,"Native",243,12,2,1,4,0,5,1,0,2,12,NA,0,"SM2",1,9.357991219,NA,48.10120773,NA,5.994311521,1,11.14865017,NA,50.25952148,NA,5.257291078
"244","HS2B",2,"Honeysuckle","bag","7-Jun",27,17,0.1225,"Non-native",244,8,1,1,3,4,9,0,0,0,8,NA,0,"HS2",1,10.18101788,NA,48.70880127,NA,5.579331979,1,11.16391754,NA,50.82607651,NA,5.30928364
"245","WH4C",2,"Witch-hazel","control","7-Jun",33,16,0.0833,"Native",245,6,0,1,9,0,13,2,0,1,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","HS1B",2,"Honeysuckle","bag","7-Jun",39,12,0.1378,"Non-native",246,6,0,0,18,8,6,0,0,0,6,NA,0,"HS1",1,9.184773282,NA,55.93798811,NA,7.102387501,1,9.910452598,NA,48.93500921,NA,5.758271627
"247","WH3C",2,"Witch-hazel","control","7-Jun",22,16,0.0815,"Native",247,9,0,1,6,0,3,2,0,1,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","MW1C",2,"Musclewood","control","7-Jun",27,15,0.0344,"Native",248,10,0,0,4,3,9,0,0,0,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","WH3B",2,"Witch-hazel","bag","7-Jun",10,6,0.2492,"Native",249,8,1,0,0,0,0,0,0,0,8,NA,0,"WH3",1,10.62882878,NA,45.27077949,NA,4.967049899,1,11.54242499,NA,47.504859,NA,4.799620884
"250","WH4B",2,"Witch-hazel","bag","7-Jun",23,17,0.1308,"Native",250,9,1,0,5,0,5,1,0,0,9,NA,0,"WH4",1,9.141055531,NA,47.37042714,NA,6.043338424,1,10.00316037,NA,47.6221184,NA,5.551846378
"251","WE1B",2,"Burning Bush","bag","7-Jun",25,18,0.1702,"Non-native",251,10,0,0,9,1,3,1,0,0,10,NA,0,"WE1",1,8.803438146,NA,44.76405443,NA,5.929841151,1,9.968340754,NA,50.13165252,NA,5.864825666
"252","BY7B",2,"Barberry","bag","7-Jun",11,9,0.0679,"Non-native",252,4,0,0,1,3,2,0,0,0,4,NA,0,"BY7",1,10.21665764,NA,47.15603638,NA,5.382628609,1,9.456430435,NA,50.0669899,NA,6.174335314
"253","BB11C",2,"Sweet Birch","control","7-Jun",15,7,0.0706,"Native",253,2,1,0,6,0,6,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","AO1C",2,"Autumn Olive","control","7-Jun",21,15,0.243,"Non-native",254,6,1,0,6,0,4,1,0,2,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","HS1C",2,"Honeysuckle","control","7-Jun",25,17,0.1433,"Non-native",255,9,1,0,5,1,6,0,0,0,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","HS2C",2,"Honeysuckle","control","7-Jun",17,9,0.0174,"Non-native",256,7,0,0,2,3,3,0,0,0,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","WE1C",2,"Burning Bush","control","7-Jun",14,10,0.1194,"Non-native",257,9,0,0,2,1,1,0,0,0,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","AB9C",2,"Beech","control","7-Jun",18,14,0.093,"Native",258,3,0,0,5,1,6,1,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","BY6C",2,"Barberry","control","7-Jun",32,12,0.099,"Non-native",259,23,0,0,6,2,1,0,0,0,23,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","BY6B",2,"Barberry","bag","7-Jun",29,11,0.0873,"Non-native",260,22,2,0,0,1,1,1,0,0,22,NA,0,"BY6",3,9.291707675,0.580930947,48.83229955,1.529464101,6.136847299,1,9.370064735,NA,50.05646896,NA,6.229935942
"261","BY7C",2,"Barberry","control","7-Jun",7,7,0.0145,"Non-native",261,2,0,0,3,1,1,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","MW2B",2,"Musclewood","bag","7-Jun",21,14,0.3431,"Native",262,9,1,1,1,1,6,0,0,0,9,NA,0,"MW2",1,9.890742302,NA,54.95200729,NA,6.479188811,1,9.774047966,NA,54.12137901,NA,6.457439553
"263","AB1C",2,"Beech","control","7-Jun",19,11,0.0635,"Native",263,4,0,1,6,0,6,1,0,1,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","AB1B",2,"Beech","bag","7-Jun",10,7,0.1554,"Native",264,5,0,0,2,0,1,0,0,1,5,NA,0,"AB1",1,8.903213501,NA,50.64284897,NA,6.633417056,1,10.29442883,NA,48.50837326,NA,5.495160949
"265","WE9B",2,"Burning Bush","bag","7-Jun",15,9,0.0525,"Non-native",265,8,0,0,0,0,2,4,0,1,8,NA,0,"WE9",1,12.76948903,NA,54.89088794,NA,5.012942216,1,11.79298779,NA,53.3188263,NA,5.27257412
"266","WE9C",2,"Burning Bush","control","7-Jun",6,6,0.0292,"Non-native",266,2,1,0,0,1,1,1,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","SM1C",2,"Striped Maple","control","7-Jun",7,6,0.0078,"Native",267,3,0,2,0,1,1,0,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","SM2C",2,"Striped Maple","control","7-Jun",7,5,0.769,"Native",268,2,1,0,0,2,1,1,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","AO8C",2,"Autumn Olive","control","7-Jun",25,16,0.0167,"Non-native",269,5,0,1,11,0,5,0,0,0,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","AO8B",2,"Autumn Olive","bag","7-Jun",17,12,0.0558,"Non-native",270,9,0,0,2,0,5,0,0,0,9,NA,0,"AO8",3,11.18529714,0.097163085,50.88238196,1.592060563,5.305851567,1,10.76586458,NA,48.06524605,NA,5.206528126
"271","BC4C",2,"Shadbush","control","7-Jun",314,10,0.042,"Native",271,3,0,0,1,0,304,0,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","AO1B",2,"Autumn Olive","bag","7-Jun",25,18,0.1771,"Non-native",272,9,0,0,9,2,2,1,0,0,9,NA,0,"AO1",1,11.39277363,NA,47.74710464,NA,4.887463588,1,10.94629574,NA,49.36320496,NA,5.258987436
"273","HS4C",2,"Honeysuckle","control","9-Jun",11,10,0.0431,"Non-native",273,8,0,0,0,1,1,0,0,1,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","AB11B",2,"Beech","bag","9-Jun",15,12,0.0716,"Native",274,6,1,0,3,0,3,1,0,0,6,NA,0,"AB11",1,10.4672202,NA,47.69880092,NA,5.314251,1,12.45423816,NA,49.05986052,NA,4.593831954
"275","BB1B",2,"Sweet Birch","bag","9-Jun",78,10,0.0559,"Native",275,15,0,0,10,1,49,0,0,3,15,NA,0,"BB1",1,10.47508377,NA,50.01286579,NA,5.567884242,1,10.08292354,NA,51.99971721,NA,6.014236051
"276","BB2B",2,"Sweet Birch","bag","9-Jun",5,4,0.4028,"Native",276,2,1,0,1,0,1,0,0,0,2,NA,0,"BB2",1,8.192221124,NA,46.40272504,NA,6.6055317,1,11.24591637,NA,47.98534775,NA,4.975992977
"277","AB10C",2,"Beech","control","9-Jun",4,4,0.03,"Native",277,2,0,0,2,0,0,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","AO2C",2,"Autumn Olive","control","9-Jun",10,6,0.0135,"Non-native",278,3,0,0,0,0,5,0,0,1,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","AB11C",2,"Beech","control","9-Jun",9,7,0.0353,"Native",279,3,0,0,1,0,5,0,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","BB2C",2,"Sweet Birch","control","9-Jun",9,9,0.0166,"Native",280,2,0,0,2,3,0,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","SM4C",2,"Striped Maple","control","9-Jun",15,10,0.0328,"Native",281,5,0,0,1,0,4,0,0,1,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","BB1C",2,"Sweet Birch","control","9-Jun",15,7,0.056,"Native",282,5,0,1,2,2,5,0,0,0,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","WH2C",2,"Witch-hazel","control","9-Jun",12,11,0.0342,"Native",283,5,0,0,1,3,2,0,0,1,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","WH1C",2,"Witch-hazel","control","9-Jun",14,10,0.0444,"Native",284,7,0,0,1,2,3,0,0,0,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","MW4C",2,"Musclewood","control","9-Jun",17,9,0.0746,"Native",285,9,0,0,2,0,3,3,0,0,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","SM3B",2,"Striped Maple","bag","9-Jun",9,6,0.0135,"Native",286,7,0,0,0,0,1,0,0,0,7,NA,0,"SM3",1,9.712648359,NA,51.06349022,NA,6.131105536,1,11.62445452,NA,50.51038091,NA,5.067269732
"287","AO2B",2,"Autumn Olive","bag","9-Jun",6,6,0.0183,"Non-native",287,2,0,0,2,0,0,0,0,1,2,NA,0,"AO2",1,10.34116294,NA,52.6255938,NA,5.934629209,1,11.06716963,NA,49.58096367,NA,5.224495492
"288","SM4B",2,"Striped Maple","bag","9-Jun",27,14,0.037,"Native",288,17,1,0,0,2,6,0,0,0,17,NA,0,"SM4",1,9.707125048,NA,50.54021591,NA,6.071729711,1,10.76512848,NA,49.07008985,NA,5.315738367
"289","WE8C",2,"Burning Bush","control","9-Jun",9,9,0.2013,"Non-native",289,3,1,0,1,0,3,0,0,1,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","AO3B",2,"Autumn Olive","bag","9-Jun",15,9,0.0569,"Non-native",290,9,0,2,3,1,0,0,0,0,9,NA,0,"AO3",1,9.569042206,NA,53.90907288,NA,6.569909005,1,11.29537487,NA,51.53673172,NA,5.320864342
"291","HS4B",2,"Honeysuckle","bag","9-Jun",17,12,0.0925,"Non-native",291,9,1,1,0,1,1,4,0,0,9,NA,0,"HS4",3,11.45333131,0.550549246,52.9004364,0.771772614,5.392578494,1,10.40816975,NA,47.98695374,NA,5.376687265
"292","BY1B",2,"Barberry","bag","9-Jun",21,11,0.2851,"Non-native",292,7,4,0,0,0,5,0,2,1,7,"9-Jun",0.1323,"BY1",1,10.0534153,NA,48.62870407,NA,5.640856276,1,8.650485039,NA,52.36780167,NA,7.059758508
"293","AO3C",2,"Autumn Olive","control","9-Jun",9,9,0.0239,"Non-native",293,2,0,1,4,0,1,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","MW3C",2,"Musclewood","control","9-Jun",16,15,0.1351,"Native",294,6,2,1,2,1,2,0,0,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","WE8B",2,"Burning Bush","bag","9-Jun",14,12,0.5006,"Non-native",295,9,1,0,1,0,3,0,0,0,9,NA,0,"WE8",1,8.349671555,NA,48.01784521,NA,6.70655108,1,10.54659936,NA,49.3457274,NA,5.456360654
"296","WH1B",2,"Witch-hazel","bag","9-Jun",26,17,0.7018,"Native",296,13,3,2,1,1,3,0,0,1,13,NA,0,"WH1",1,8.396972656,NA,48.83420181,NA,6.782148838,1,11.82800007,NA,50.41902924,NA,4.971061348
"297","WE7C",2,"Burning Bush","control","9-Jun",11,9,0.0341,"Non-native",297,6,0,1,2,0,1,0,0,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","SM3C",2,"Striped Maple","control","9-Jun",7,7,0.0422,"Native",298,2,1,0,1,1,1,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","MW3B",2,"Musclewood","bag","9-Jun",8,8,0.0798,"Native",299,4,1,0,1,0,1,1,0,0,4,NA,0,"MW3",3,11.55615999,0.276564461,46.87393064,0.625476745,4.731652892,1,11.80946166,NA,47.49601431,NA,4.690217988
"300","AB10B",2,"Beech","bag","9-Jun",24,13,0.1074,"Native",300,10,1,1,1,1,5,0,0,1,10,NA,0,"AB10",3,10.23797456,0.249553673,49.91558159,1.18946715,5.688988828,1,12.58969295,NA,52.02617199,NA,4.819174983
"301","WH2B",2,"Witch-hazel","bag","9-Jun",17,13,0.0776,"Native",301,9,0,2,2,1,1,0,0,0,9,NA,0,"WH2",1,10.23284626,NA,51.25650787,NA,5.841421255,1,10.84861946,NA,51.56336212,NA,5.542844733
"302","HS3B",2,"Honeysuckle","bag","9-Jun",10,7,0.0293,"Non-native",302,4,0,0,1,0,4,0,1,0,4,NA,0,"HS3",1,10.85909462,NA,49.55062485,NA,5.321345775,1,10.94035244,NA,46.44218826,NA,4.95048015
"303","MW4B",2,"Musclewood","bag","9-Jun",19,14,0.1157,"Native",303,11,1,1,2,0,3,1,0,0,11,NA,0,"MW4",1,9.334521371,NA,53.69241185,NA,6.707903716,3,10.84195415,0.5209436,51.44277794,1.659535071,5.546130918
"304","WE7B",2,"Burning Bush","bag","9-Jun",9,7,0.988,"Non-native",304,3,2,0,3,0,0,0,0,0,3,NA,0,"WE7",1,7.61567975,NA,48.62619465,NA,7.446077855,1,10.67433417,NA,51.53737606,NA,5.630506578
"305","HS3C",2,"Honeysuckle","control","9-Jun",8,7,0.0215,"Non-native",305,3,1,2,0,0,1,0,0,1,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","BY2B",2,"Barberry","bag","9-Jun",23,13,0.1786,"Non-native",306,11,2,1,0,0,3,1,0,0,11,NA,0,"BY2",1,10.24839878,NA,45.69161606,NA,5.199319004,1,10.72968102,NA,50.68323517,NA,5.508628432
"307","BY2C",2,"Barberry","control","9-Jun",15,11,0.3304,"Non-native",307,1,1,0,1,0,3,1,4,0,1,"9-Jun",0.2612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","BY1C",2,"Barberry","control","9-Jun",9,9,0.0559,"Non-native",308,5,0,0,0,1,1,0,0,0,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","SM5C",2,"Striped Maple","control","11-Jun",59,17,0.1657,"Native",309,2,2,0,5,15,23,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","AB2C",2,"Beech","control","11-Jun",18,10,0.0256,"Native",310,4,0,7,1,3,0,0,0,1,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","AB12B",2,"Beech","bag","11-Jun",18,11,0.0339,"Native",311,4,0,0,6,1,4,1,0,0,4,NA,0,"AB12",1,10.25901919,NA,48.91669317,NA,5.560543086,1,12.12178313,NA,52.64855186,NA,5.065075017
"312","AB12C",2,"Beech","control","11-Jun",18,7,0.0273,"Native",312,4,0,0,3,0,4,0,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","AB2B",2,"Beech","bag","11-Jun",23,15,0.1491,"Native",313,4,1,2,1,4,1,2,0,0,4,NA,0,"AB2",1,9.352546775,NA,50.57327305,NA,6.306046,1,10.27233505,NA,54.3535881,NA,6.170566034
"314","AO4C",2,"Autumn Olive","control","11-Jun",12,7,0.0219,"Non-native",314,3,0,0,0,1,6,0,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","SM6C",2,"Striped Maple","control","11-Jun",20,10,0.0645,"Native",315,5,0,0,5,1,1,1,0,0,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","BB4C",2,"Sweet Birch","control","11-Jun",25,12,0.0405,"Native",316,1,0,4,6,4,2,2,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","BB4B",2,"Sweet Birch","bag","11-Jun",24,11,0.1656,"Native",317,5,1,0,5,5,0,3,0,0,5,NA,0,"BB4",1,8.207028389,NA,49.54014587,NA,7.039426959,1,11.34341431,NA,52.35301971,NA,5.382250465
"318","BY5B",2,"Barberry","bag","11-Jun",32,15,0.0459,"Non-native",318,7,2,2,1,1,6,0,0,0,7,NA,0,"BY5",1,10.35087585,NA,49.98778534,NA,5.631871771,1,10.16550541,NA,50.47744751,NA,5.790744078
"319","BY5C",2,"Barberry","control","11-Jun",23,12,0.0691,"Non-native",319,9,0,1,2,3,0,0,0,0,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","WH5C",2,"Witch-hazel","control","11-Jun",20,10,0.0397,"Native",320,12,0,0,3,2,2,0,0,0,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","AO4B",2,"Autumn Olive","bag","11-Jun",30,15,0.0616,"Non-native",321,9,2,1,5,0,12,0,0,0,9,NA,0,"AO4",1,9.927257538,NA,49.55753326,NA,5.821653515,3,11.27740033,0.194430099,53.12240728,0.94723785,5.494886464
"322","SM5B",2,"Striped Maple","bag","11-Jun",27,14,0.2882,"Native",322,7,2,0,3,1,11,0,0,0,7,NA,0,"SM5",1,10.83768782,NA,50.08486494,NA,5.389343086,1,11.03541061,NA,53.63537367,NA,5.667986082
"323","BB3C",2,"Sweet Birch","control","11-Jun",38,18,0.0252,"Native",323,3,0,0,3,5,17,0,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","WH5B",2,"Witch-hazel","bag","11-Jun",50,16,0.0764,"Native",324,10,0,1,9,1,8,0,0,0,10,NA,0,"WH5",1,8.984161976,NA,52.39908244,NA,6.801615393,1,11.39938404,NA,48.81613194,NA,4.993993131
"325","SM6B",2,"Striped Maple","bag","11-Jun",32,13,0.0491,"Native",325,21,1,0,4,0,5,0,0,0,21,NA,0,"SM6",1,10.65548973,NA,50.95848437,NA,5.577107934,1,10.3402914,NA,49.14430836,NA,5.542509052
"326","MW6C",2,"Musclewood","control","11-Jun",18,12,0.2017,"Native",326,5,1,2,4,0,5,0,0,0,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","BB3B",2,"Sweet Birch","bag","11-Jun",34,16,0.1029,"Native",327,14,0,1,10,0,6,0,0,0,14,NA,0,"BB3",1,7.922075748,NA,48.6479187,NA,7.161289581,3,10.60749626,0.512090751,53.30378215,1.512825751,5.864358316
"328","AO5B",2,"Autumn Olive","bag","11-Jun",22,12,0.5696,"Non-native",328,11,2,1,1,0,3,0,0,2,11,NA,0,"AO5",1,9.93210125,NA,49.92225266,NA,5.861638046,1,11.31602955,NA,49.68446732,NA,5.120266041
"329","BC1C",2,"Shadbush","control","11-Jun",18,8,0.0175,"Native",329,1,0,0,2,3,4,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","MW5C",2,"Musclewood","control","11-Jun",16,8,0.0502,"Native",330,6,1,1,0,0,8,0,0,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","AO5C",2,"Autumn Olive","control","11-Jun",13,9,0.0249,"Non-native",331,4,0,2,0,0,5,0,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","BC3B",2,"Shadbush","bag","11-Jun",14,11,0.0435,"Native",332,4,0,1,1,1,5,0,0,0,4,NA,0,"BC3",1,8.995114326,NA,53.07982635,NA,6.88158958,1,10.36768723,NA,50.03474808,NA,5.628022076
"333","BC1B",2,"Shadbush","bag","11-Jun",21,10,0.0308,"Native",333,3,1,0,2,4,5,0,0,0,3,NA,0,"BC1",1,9.618085943,NA,46.98899335,NA,5.69735721,1,9.372461141,NA,40.35728801,NA,5.021509485
"334","WH6C",2,"Witch-hazel","control","11-Jun",24,13,0.021,"Native",334,7,1,0,0,1,12,0,0,0,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","WE2B",2,"Burning Bush","bag","11-Jun",26,15,0.0333,"Non-native",335,10,0,0,4,0,8,1,0,0,10,NA,0,"WE2",1,9.444809914,NA,50.59381485,NA,6.246980741,1,11.19331499,NA,48.92561228,NA,5.097338861
"336","HS6C",2,"Honeysuckle","control","11-Jun",29,10,0.0939,"Non-native",336,13,0,3,0,0,8,0,0,0,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","HS5B",2,"Honeysuckle","bag","11-Jun",34,14,0.16,"Non-native",337,11,0,4,1,1,11,0,0,0,11,NA,0,"HS5",1,10.74747382,NA,51.74950823,NA,5.615207288,1,11.97572223,NA,52.54792062,NA,5.117051438
"338","WE2C",2,"Burning Bush","control","11-Jun",17,13,0.1209,"Non-native",338,7,3,2,3,0,1,0,0,0,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","HS5C",2,"Honeysuckle","control","11-Jun",21,12,0.2034,"Non-native",339,12,0,0,2,0,4,0,0,1,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","BY4C",2,"Barberry","control","11-Jun",18,13,0.0425,"Non-native",340,5,3,1,0,1,6,0,0,0,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","WE3B",2,"Burning Bush","bag","11-Jun",16,12,0.0342,"Non-native",341,7,0,0,0,1,1,0,0,4,7,NA,0,"WE3",1,11.47123674,NA,48.6219215,NA,4.942968431,3,11.50601535,0.205200891,49.58037383,1.446053614,5.025566801
"342","WH6B",2,"Witch-hazel","bag","11-Jun",20,14,0.0341,"Native",342,10,0,0,2,1,4,0,0,0,10,NA,0,"WH6",3,9.830489515,0.370783546,49.60992069,0.567771703,5.88963285,1,10.70814757,NA,49.3806343,NA,5.377844967
"343","BC3C",2,"Shadbush","control","11-Jun",21,10,0.0104,"Native",343,4,1,0,0,1,14,0,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","WE3C",2,"Burning Bush","control","11-Jun",23,18,0.0441,"Non-native",344,8,0,3,3,0,6,0,0,2,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","MW6B",2,"Musclewood","bag","11-Jun",26,16,0.3017,"Native",345,13,0,0,5,3,3,0,0,0,13,NA,0,"MW6",1,8.055774267,NA,47.51097982,NA,6.877849373,1,11.11952909,NA,51.96914323,NA,5.450359179
"346","BY4B",2,"Barberry","bag","11-Jun",15,11,0.0048,"Non-native",346,6,2,1,0,1,1,1,0,0,6,NA,0,"BY4",1,7.064360142,NA,45.07918549,NA,7.44164915,1,10.2769413,NA,48.86156464,NA,5.544590232
"347","HS6B",2,"Honeysuckle","bag","11-Jun",22,14,0.1837,"Non-native",347,13,1,0,3,0,3,0,0,1,13,NA,0,"HS6",1,12.54843252,NA,48.48041038,NA,4.505497672,1,10.95277838,NA,50.14168659,NA,5.338762479
"348","MW5B",2,"Musclewood","bag","11-Jun",31,19,0.1071,"Native",348,11,0,0,5,2,8,2,0,1,11,NA,0,"MW5",1,10.1103749,NA,51.24937604,NA,5.911358308,1,10.53344779,NA,51.42341216,NA,5.693198225
"349","WE5B",2,"Burning Bush","bag","16-Jun",26,19,0.1,"Non-native",349,9,0,1,7,0,1,1,0,2,9,NA,0,"WE5",1,9.745838552,NA,44.60357561,NA,5.337236213,1,11.73736261,NA,48.62537648,NA,4.831237824
"350","BB6B",2,"Sweet Birch","bag","16-Jun",18,12,0.0181,"Native",350,7,1,0,0,5,2,0,0,1,7,NA,0,"BB6",3,11.32328447,0.523977598,51.20785904,0.362484422,5.282058633,1,9.9708395,NA,53.08624649,NA,6.208922735
"351","SM8C",2,"Striped Maple","control","16-Jun",15,11,0.0476,"Native",351,3,0,0,3,2,2,1,0,1,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","WE5C",2,"Burning Bush","control","16-Jun",27,14,0.1112,"Non-native",352,10,0,2,3,0,4,0,0,0,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","WH8B",2,"Witch-hazel","bag","16-Jun",16,9,0.3561,"Native",353,2,1,0,10,1,0,0,0,0,2,NA,0,"WH8",1,10.21721446,NA,54.59940196,NA,6.231912375,1,12.45674108,NA,61.26001374,NA,5.735068559
"354","BB5C",2,"Sweet Birch","control","16-Jun",30,14,0.1172,"Native",354,4,0,0,5,4,6,4,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","BC2C",2,"Shadbush","control","16-Jun",20,5,0.0391,"Native",355,1,0,0,0,1,12,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","AB4C",2,"Beech","control","16-Jun",5,4,0.0095,"Native",356,1,0,0,0,0,3,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
